SID,ISO_TIME,LAT,LON,WMO_WIND,wind_was_missing,wind_imputation,WMO_PRES,pres_was_missing,pres_imputation,Status Wind,Status Pres
1994022S12113,1994-01-25 21:00:00,-13.9,106.3,65.0,0,Original,970.0,0,Original,Asli,Asli
1994022S12113,1994-01-26 00:00:00,-14.3,106.2,70.0,0,Original,965.0,0,Original,Asli,Asli
1994022S12113,1994-01-26 03:00:00,-14.7,106.1,70.0,0,Original,965.0,0,Original,Asli,Asli
1994022S12113,1994-01-26 06:00:00,-15.2,105.8,80.0,0,Original,960.0,0,Original,Asli,Asli
1994022S12113,1994-01-26 09:00:00,-15.6,105.6,80.0,0,Original,955.0,0,Original,Asli,Asli
1994022S12113,1994-01-26 12:00:00,-16.1,105.2,80.0,0,Original,955.0,0,Original,Asli,Asli
1994022S12113,1994-01-26 15:00:00,-16.6,104.9,80.0,0,Original,960.0,0,Original,Asli,Asli
1994022S12113,1994-01-26 18:00:00,-17.0,104.5,70.0,0,Original,965.0,0,Original,Asli,Asli
1994022S12113,1994-01-26 21:00:00,-17.4,104.0,65.0,0,Original,970.0,0,Original,Asli,Asli
1994022S12113,1994-01-27 00:00:00,-17.8,103.5,60.0,0,Original,975.0,0,Original,Asli,Asli
1994022S12113,1994-01-27 03:00:00,-18.1,103.0,55.0,0,Original,980.0,0,Original,Asli,Asli
1994022S12113,1994-01-27 06:00:00,-18.4,102.6,50.0,0,Original,985.0,0,Original,Asli,Asli
1994022S12113,1994-01-27 09:00:00,-18.7,102.1,40.0,0,Original,990.0,0,Original,Asli,Asli
1994022S12113,1994-01-27 12:00:00,-19.0,101.6,40.0,0,Original,990.0,0,Original,Asli,Asli
1994022S12113,1994-01-27 15:00:00,-19.3,101.0,35.0,0,Original,995.0,0,Original,Asli,Asli
1994022S12113,1994-01-27 18:00:00,-19.7,100.5,25.0,0,Original,1000.0,0,Original,Asli,Asli
1994022S12113,1994-01-27 21:00:00,-20.0,99.9,25.0,0,Original,1000.0,0,Original,Asli,Asli
1994022S12113,1994-01-28 00:00:00,-20.4,99.4,25.0,0,Original,1005.0,0,Original,Asli,Asli
1994022S12113,1994-01-28 03:00:00,-20.7,98.9,25.0,1,Forward/Backward,1006.25,1,Linear,Perbaikan,Perbaikan
1994022S12113,1994-01-28 06:00:00,-20.9,98.4,25.0,1,Forward/Backward,1007.5,1,Linear,Perbaikan,Perbaikan
1994022S12113,1994-01-28 09:00:00,-21.2,97.8,25.0,1,Forward/Backward,1008.75,1,Linear,Perbaikan,Perbaikan
1994022S12113,1994-01-28 12:00:00,-21.6,97.3,25.0,1,Forward/Backward,1010.0,0,Original,Perbaikan,Asli
1994022S12113,1994-01-28 15:00:00,-21.8,96.7,25.0,1,Forward/Backward,1010.0,1,Forward/Backward,Perbaikan,Perbaikan
1994022S12113,1994-01-28 18:00:00,-22.1,96.2,25.0,1,Forward/Backward,1010.0,1,Forward/Backward,Perbaikan,Perbaikan
1994022S12113,1994-01-28 21:00:00,-22.4,95.7,25.0,1,Forward/Backward,1010.0,1,Forward/Backward,Perbaikan,Perbaikan
1994022S12113,1994-01-29 00:00:00,-22.7,95.2,25.0,1,Forward/Backward,1010.0,1,Forward/Backward,Perbaikan,Perbaikan
1994076S14078,1994-03-16 18:00:00,-14.3,78.0,25.0,0,Original,1000.0,0,Original,Asli,Asli
1994076S14078,1994-03-16 21:00:00,-14.0,78.2,25.0,1,Linear,1000.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-17 00:00:00,-13.8,78.2,25.0,0,Original,1000.0,0,Original,Asli,Asli
1994076S14078,1994-03-17 03:00:00,-13.6,77.9,25.0,1,Linear,1000.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-17 06:00:00,-13.5,77.3,25.0,0,Original,1000.0,0,Original,Asli,Asli
1994076S14078,1994-03-17 09:00:00,-13.4,76.4,25.0,1,Linear,1000.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-17 12:00:00,-13.3,75.4,25.0,0,Original,1000.0,0,Original,Asli,Asli
1994076S14078,1994-03-17 15:00:00,-13.2,74.7,25.0,1,Linear,1000.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-17 18:00:00,-13.1,73.9,25.0,0,Original,1000.0,0,Original,Asli,Asli
1994076S14078,1994-03-17 21:00:00,-13.0,73.1,25.0,1,Linear,1000.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-18 00:00:00,-12.9,72.5,25.0,0,Original,1000.0,0,Original,Asli,Asli
1994076S14078,1994-03-18 03:00:00,-12.8,71.9,25.0,1,Linear,1000.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-18 06:00:00,-12.7,71.3,25.0,0,Original,1000.0,0,Original,Asli,Asli
1994076S14078,1994-03-18 09:00:00,-12.7,70.7,25.0,1,Linear,1000.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-18 12:00:00,-12.6,70.1,25.0,0,Original,1000.0,0,Original,Asli,Asli
1994076S14078,1994-03-18 15:00:00,-12.5,69.5,25.0,1,Linear,1000.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-18 18:00:00,-12.3,68.9,25.0,0,Original,1000.0,0,Original,Asli,Asli
1994076S14078,1994-03-18 21:00:00,-12.2,68.4,25.0,1,Linear,1000.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-19 00:00:00,-12.1,67.9,25.0,0,Original,1000.0,0,Original,Asli,Asli
1994076S14078,1994-03-19 03:00:00,-12.0,67.5,26.5,1,Linear,998.5,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-19 06:00:00,-12.0,67.0,28.0,0,Original,997.0,0,Original,Asli,Asli
1994076S14078,1994-03-19 09:00:00,-11.9,66.6,29.0,1,Linear,996.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-19 12:00:00,-11.8,66.1,30.0,0,Original,995.0,0,Original,Asli,Asli
1994076S14078,1994-03-19 15:00:00,-11.7,65.6,32.5,1,Linear,993.5,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-19 18:00:00,-11.7,65.1,35.0,0,Original,992.0,0,Original,Asli,Asli
1994076S14078,1994-03-19 21:00:00,-11.7,64.5,37.5,1,Linear,990.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-20 00:00:00,-11.7,64.0,40.0,0,Original,988.0,0,Original,Asli,Asli
1994076S14078,1994-03-20 03:00:00,-11.7,63.5,42.5,1,Linear,986.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-20 06:00:00,-11.8,63.0,45.0,0,Original,984.0,0,Original,Asli,Asli
1994076S14078,1994-03-20 09:00:00,-11.9,62.5,47.5,1,Linear,981.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-20 12:00:00,-11.9,62.0,50.0,0,Original,978.0,0,Original,Asli,Asli
1994076S14078,1994-03-20 15:00:00,-12.0,61.5,55.0,1,Linear,974.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-20 18:00:00,-12.1,60.9,60.0,0,Original,970.0,0,Original,Asli,Asli
1994076S14078,1994-03-20 21:00:00,-12.2,60.4,62.5,1,Linear,966.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-21 00:00:00,-12.3,59.8,65.0,0,Original,962.0,0,Original,Asli,Asli
1994076S14078,1994-03-21 03:00:00,-12.4,59.3,67.5,1,Linear,958.5,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-21 06:00:00,-12.5,58.7,70.0,0,Original,955.0,0,Original,Asli,Asli
1994076S14078,1994-03-21 09:00:00,-12.6,58.2,75.0,1,Linear,950.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-21 12:00:00,-12.7,57.7,80.0,0,Original,945.0,0,Original,Asli,Asli
1994076S14078,1994-03-21 15:00:00,-12.8,57.1,82.5,1,Linear,940.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-21 18:00:00,-12.8,56.6,85.0,0,Original,935.0,0,Original,Asli,Asli
1994076S14078,1994-03-21 21:00:00,-12.8,56.0,90.0,1,Linear,930.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-22 00:00:00,-12.9,55.4,95.0,0,Original,925.0,0,Original,Asli,Asli
1994076S14078,1994-03-22 03:00:00,-12.9,54.8,95.0,1,Linear,925.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-22 06:00:00,-13.0,54.2,95.0,0,Original,925.0,0,Original,Asli,Asli
1994076S14078,1994-03-22 09:00:00,-13.0,53.6,95.0,1,Linear,925.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-22 12:00:00,-13.0,53.0,95.0,0,Original,925.0,0,Original,Asli,Asli
1994076S14078,1994-03-22 15:00:00,-13.0,52.3,92.5,1,Linear,927.5,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-22 18:00:00,-13.1,51.6,90.0,0,Original,930.0,0,Original,Asli,Asli
1994076S14078,1994-03-22 21:00:00,-13.1,50.8,86.0,1,Linear,935.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-23 00:00:00,-13.1,50.1,82.0,0,Original,940.0,0,Original,Asli,Asli
1994076S14078,1994-03-23 03:00:00,-13.2,49.3,70.25,1,Linear,953.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-23 06:00:00,-13.3,48.6,58.5,1,Linear,966.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-23 09:00:00,-13.4,47.8,46.75,1,Linear,979.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-23 12:00:00,-13.6,47.0,35.0,0,Original,992.0,0,Original,Asli,Asli
1994076S14078,1994-03-23 15:00:00,-13.7,46.2,38.5,1,Linear,989.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-23 18:00:00,-13.9,45.6,42.0,0,Original,986.0,0,Original,Asli,Asli
1994076S14078,1994-03-23 21:00:00,-14.1,44.9,45.0,1,Linear,983.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-24 00:00:00,-14.2,44.3,48.0,0,Original,980.0,0,Original,Asli,Asli
1994076S14078,1994-03-24 03:00:00,-14.3,43.7,50.0,1,Linear,978.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-24 06:00:00,-14.3,43.1,52.0,0,Original,976.0,0,Original,Asli,Asli
1994076S14078,1994-03-24 09:00:00,-14.4,42.5,53.5,1,Linear,974.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-24 12:00:00,-14.4,41.9,55.0,0,Original,972.0,0,Original,Asli,Asli
1994076S14078,1994-03-24 15:00:00,-14.5,41.3,53.5,1,Linear,973.5,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-24 18:00:00,-14.6,40.7,52.0,1,Linear,975.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-24 21:00:00,-14.7,40.1,50.5,1,Linear,976.5,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-25 00:00:00,-14.8,39.6,49.0,1,Linear,978.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-25 03:00:00,-15.0,39.0,47.5,1,Linear,979.5,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-25 06:00:00,-15.2,38.5,46.0,1,Linear,981.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-25 09:00:00,-15.4,37.9,44.5,1,Linear,982.5,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-25 12:00:00,-15.7,37.4,43.0,1,Linear,984.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-25 15:00:00,-16.0,37.1,41.5,1,Linear,985.5,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-25 18:00:00,-16.3,36.8,40.0,1,Linear,987.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-25 21:00:00,-16.5,36.5,38.5,1,Linear,988.5,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-26 00:00:00,-16.8,36.3,37.0,1,Linear,990.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-26 03:00:00,-17.1,36.2,35.5,1,Linear,991.5,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-26 06:00:00,-17.4,36.1,34.0,1,Linear,993.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-26 09:00:00,-17.7,36.0,32.5,1,Linear,994.5,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-26 12:00:00,-17.9,36.0,31.0,1,Linear,996.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-26 15:00:00,-18.2,36.0,29.5,1,Linear,997.5,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-26 18:00:00,-18.5,36.0,28.0,1,Linear,999.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-26 21:00:00,-18.7,36.0,26.5,1,Linear,1000.5,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-27 00:00:00,-19.0,36.0,25.0,0,Original,1002.0,0,Original,Asli,Asli
1994076S14078,1994-03-27 03:00:00,-19.3,36.1,25.0,1,Linear,1001.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-27 06:00:00,-19.6,36.1,25.0,0,Original,1000.0,0,Original,Asli,Asli
1994076S14078,1994-03-27 09:00:00,-19.8,36.2,25.0,1,Linear,1000.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-27 12:00:00,-20.1,36.3,25.0,0,Original,1000.0,0,Original,Asli,Asli
1994076S14078,1994-03-27 15:00:00,-20.3,36.4,27.5,1,Linear,997.5,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-27 18:00:00,-20.4,36.5,30.0,0,Original,995.0,0,Original,Asli,Asli
1994076S14078,1994-03-27 21:00:00,-20.6,36.6,32.5,1,Linear,993.5,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-28 00:00:00,-20.7,36.8,35.0,0,Original,992.0,0,Original,Asli,Asli
1994076S14078,1994-03-28 03:00:00,-20.7,36.9,37.5,1,Linear,990.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-28 06:00:00,-20.7,36.9,40.0,0,Original,988.0,0,Original,Asli,Asli
1994076S14078,1994-03-28 09:00:00,-20.5,37.0,42.5,1,Linear,986.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-28 12:00:00,-20.4,37.1,45.0,0,Original,984.0,0,Original,Asli,Asli
1994076S14078,1994-03-28 15:00:00,-20.2,37.1,45.0,1,Linear,984.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-28 18:00:00,-20.1,37.2,45.0,0,Original,984.0,0,Original,Asli,Asli
1994076S14078,1994-03-28 21:00:00,-20.0,37.3,45.0,1,Linear,984.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-29 00:00:00,-19.9,37.4,45.0,0,Original,984.0,0,Original,Asli,Asli
1994076S14078,1994-03-29 03:00:00,-19.8,37.5,45.0,1,Linear,984.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-29 06:00:00,-19.6,37.7,45.0,0,Original,984.0,0,Original,Asli,Asli
1994076S14078,1994-03-29 09:00:00,-19.5,37.8,42.5,1,Linear,986.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-29 12:00:00,-19.4,38.0,40.0,0,Original,988.0,0,Original,Asli,Asli
1994076S14078,1994-03-29 15:00:00,-19.3,38.2,40.0,1,Linear,988.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-29 18:00:00,-19.2,38.3,40.0,0,Original,988.0,0,Original,Asli,Asli
1994076S14078,1994-03-29 21:00:00,-19.1,38.5,40.0,1,Linear,988.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-30 00:00:00,-18.9,38.6,40.0,0,Original,988.0,0,Original,Asli,Asli
1994076S14078,1994-03-30 03:00:00,-18.8,38.8,40.0,1,Linear,988.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-30 06:00:00,-18.8,39.0,40.0,0,Original,988.0,0,Original,Asli,Asli
1994076S14078,1994-03-30 09:00:00,-18.8,39.2,37.5,1,Linear,990.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-30 12:00:00,-18.8,39.4,35.0,0,Original,992.0,0,Original,Asli,Asli
1994076S14078,1994-03-30 15:00:00,-18.8,39.6,35.0,1,Linear,992.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-30 18:00:00,-18.8,39.8,35.0,0,Original,992.0,0,Original,Asli,Asli
1994076S14078,1994-03-30 21:00:00,-18.8,40.0,35.0,1,Linear,992.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-31 00:00:00,-18.8,40.2,35.0,0,Original,992.0,0,Original,Asli,Asli
1994076S14078,1994-03-31 03:00:00,-18.9,40.3,35.0,1,Linear,992.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-31 06:00:00,-18.9,40.5,35.0,0,Original,992.0,0,Original,Asli,Asli
1994076S14078,1994-03-31 09:00:00,-19.0,40.7,35.0,1,Linear,992.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-31 12:00:00,-19.0,40.8,35.0,0,Original,992.0,0,Original,Asli,Asli
1994076S14078,1994-03-31 15:00:00,-19.1,40.9,35.0,1,Linear,992.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-03-31 18:00:00,-19.2,40.9,35.0,0,Original,992.0,0,Original,Asli,Asli
1994076S14078,1994-03-31 21:00:00,-19.3,40.9,32.5,1,Linear,993.5,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-04-01 00:00:00,-19.4,40.9,30.0,0,Original,995.0,0,Original,Asli,Asli
1994076S14078,1994-04-01 03:00:00,-19.5,40.9,30.0,1,Linear,995.0,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-04-01 06:00:00,-19.7,40.9,30.0,0,Original,995.0,0,Original,Asli,Asli
1994076S14078,1994-04-01 09:00:00,-19.8,40.9,27.5,1,Linear,997.5,1,Linear,Perbaikan,Perbaikan
1994076S14078,1994-04-01 12:00:00,-19.9,40.7,25.0,0,Original,1000.0,0,Original,Asli,Asli
1994076S14078,1994-04-01 15:00:00,-20.1,40.6,25.0,1,Forward/Backward,1000.0,1,Forward/Backward,Perbaikan,Perbaikan
1994076S14078,1994-04-01 18:00:00,-20.2,40.4,25.0,1,Forward/Backward,1000.0,1,Forward/Backward,Perbaikan,Perbaikan
1994076S14078,1994-04-01 21:00:00,-20.4,40.2,25.0,1,Forward/Backward,1000.0,1,Forward/Backward,Perbaikan,Perbaikan
1994076S14078,1994-04-02 00:00:00,-20.5,40.0,25.0,1,Forward/Backward,1000.0,1,Forward/Backward,Perbaikan,Perbaikan
1994086S08092,1994-03-26 18:00:00,-7.8,91.5,28.0,1,Forward/Backward,997.0,1,Forward/Backward,Perbaikan,Perbaikan
1994086S08092,1994-03-26 21:00:00,-7.9,91.6,28.0,1,Forward/Backward,997.0,1,Forward/Backward,Perbaikan,Perbaikan
1994086S08092,1994-03-27 00:00:00,-8.0,91.7,28.0,1,Forward/Backward,997.0,1,Forward/Backward,Perbaikan,Perbaikan
1994086S08092,1994-03-27 03:00:00,-8.1,91.8,28.0,1,Forward/Backward,997.0,1,Forward/Backward,Perbaikan,Perbaikan
1994086S08092,1994-03-27 06:00:00,-8.2,91.9,28.0,1,Forward/Backward,997.0,1,Forward/Backward,Perbaikan,Perbaikan
1994086S08092,1994-03-27 09:00:00,-8.3,92.0,28.0,1,Forward/Backward,997.0,1,Forward/Backward,Perbaikan,Perbaikan
1994086S08092,1994-03-27 12:00:00,-8.4,92.1,28.0,1,Forward/Backward,997.0,1,Forward/Backward,Perbaikan,Perbaikan
1994086S08092,1994-03-27 15:00:00,-8.5,92.2,28.0,1,Forward/Backward,997.0,1,Forward/Backward,Perbaikan,Perbaikan
1994086S08092,1994-03-27 18:00:00,-8.7,92.3,28.0,1,Forward/Backward,997.0,1,Forward/Backward,Perbaikan,Perbaikan
1994086S08092,1994-03-27 21:00:00,-8.9,92.4,28.0,1,Forward/Backward,997.0,1,Forward/Backward,Perbaikan,Perbaikan
1994086S08092,1994-03-28 00:00:00,-9.0,92.5,28.0,1,Forward/Backward,997.0,1,Forward/Backward,Perbaikan,Perbaikan
1994086S08092,1994-03-28 03:00:00,-9.1,92.6,28.0,1,Forward/Backward,997.0,1,Forward/Backward,Perbaikan,Perbaikan
1994086S08092,1994-03-28 06:00:00,-9.3,92.6,28.0,1,Forward/Backward,997.0,1,Forward/Backward,Perbaikan,Perbaikan
1994086S08092,1994-03-28 09:00:00,-9.5,92.6,28.0,1,Forward/Backward,997.0,1,Forward/Backward,Perbaikan,Perbaikan
1994086S08092,1994-03-28 12:00:00,-9.6,92.6,28.0,1,Forward/Backward,997.0,1,Forward/Backward,Perbaikan,Perbaikan
1994086S08092,1994-03-28 15:00:00,-9.7,92.6,28.0,1,Forward/Backward,997.0,1,Forward/Backward,Perbaikan,Perbaikan
1994086S08092,1994-03-28 18:00:00,-9.8,92.6,28.0,1,Forward/Backward,997.0,1,Forward/Backward,Perbaikan,Perbaikan
1994086S08092,1994-03-28 21:00:00,-9.9,92.6,28.0,1,Forward/Backward,997.0,1,Forward/Backward,Perbaikan,Perbaikan
1994086S08092,1994-03-29 00:00:00,-10.1,92.5,28.0,1,Forward/Backward,997.0,1,Forward/Backward,Perbaikan,Perbaikan
1994086S08092,1994-03-29 03:00:00,-10.2,92.4,28.0,1,Forward/Backward,997.0,1,Forward/Backward,Perbaikan,Perbaikan
1994086S08092,1994-03-29 06:00:00,-10.3,92.3,28.0,1,Forward/Backward,997.0,1,Forward/Backward,Perbaikan,Perbaikan
1994086S08092,1994-03-29 09:00:00,-10.4,92.2,28.0,1,Forward/Backward,997.0,1,Forward/Backward,Perbaikan,Perbaikan
1994086S08092,1994-03-29 12:00:00,-10.5,92.1,28.0,1,Forward/Backward,997.0,1,Forward/Backward,Perbaikan,Perbaikan
1994086S08092,1994-03-29 15:00:00,-10.6,92.0,28.0,1,Forward/Backward,997.0,1,Forward/Backward,Perbaikan,Perbaikan
1994086S08092,1994-03-29 18:00:00,-10.7,91.8,28.0,1,Forward/Backward,997.0,1,Forward/Backward,Perbaikan,Perbaikan
1994086S08092,1994-03-29 21:00:00,-10.8,91.5,28.0,1,Forward/Backward,997.0,1,Forward/Backward,Perbaikan,Perbaikan
1994086S08092,1994-03-30 00:00:00,-10.9,91.3,28.0,1,Forward/Backward,997.0,1,Forward/Backward,Perbaikan,Perbaikan
1994086S08092,1994-03-30 03:00:00,-10.9,91.1,28.0,1,Forward/Backward,997.0,1,Forward/Backward,Perbaikan,Perbaikan
1994086S08092,1994-03-30 06:00:00,-10.9,90.8,28.0,1,Forward/Backward,997.0,1,Forward/Backward,Perbaikan,Perbaikan
1994086S08092,1994-03-30 09:00:00,-10.9,90.6,28.0,1,Forward/Backward,997.0,1,Forward/Backward,Perbaikan,Perbaikan
1994086S08092,1994-03-30 12:00:00,-10.9,90.3,28.0,0,Original,997.0,0,Original,Asli,Asli
1994086S08092,1994-03-30 15:00:00,-10.8,90.1,29.0,1,Linear,996.0,1,Linear,Perbaikan,Perbaikan
1994086S08092,1994-03-30 18:00:00,-10.8,89.9,30.0,0,Original,995.0,0,Original,Asli,Asli
1994086S08092,1994-03-30 21:00:00,-10.8,89.7,32.5,1,Linear,993.5,1,Linear,Perbaikan,Perbaikan
1994086S08092,1994-03-31 00:00:00,-10.7,89.4,35.0,0,Original,992.0,0,Original,Asli,Asli
1994086S08092,1994-03-31 03:00:00,-10.6,89.1,35.0,1,Linear,992.0,1,Linear,Perbaikan,Perbaikan
1994086S08092,1994-03-31 06:00:00,-10.5,88.8,35.0,0,Original,992.0,0,Original,Asli,Asli
1994086S08092,1994-03-31 09:00:00,-10.5,88.5,35.0,1,Linear,992.0,1,Linear,Perbaikan,Perbaikan
1994086S08092,1994-03-31 12:00:00,-10.4,88.3,35.0,0,Original,992.0,0,Original,Asli,Asli
1994086S08092,1994-03-31 15:00:00,-10.4,88.1,35.0,1,Linear,992.0,1,Linear,Perbaikan,Perbaikan
1994086S08092,1994-03-31 18:00:00,-10.4,87.8,35.0,0,Original,992.0,0,Original,Asli,Asli
1994086S08092,1994-03-31 21:00:00,-10.3,87.5,35.0,1,Linear,992.0,1,Linear,Perbaikan,Perbaikan
1994086S08092,1994-04-01 00:00:00,-10.3,87.3,35.0,0,Original,992.0,0,Original,Asli,Asli
1994086S08092,1994-04-01 03:00:00,-10.3,87.0,35.0,1,Linear,992.0,1,Linear,Perbaikan,Perbaikan
1994086S08092,1994-04-01 06:00:00,-10.3,86.8,35.0,0,Original,992.0,0,Original,Asli,Asli
1994086S08092,1994-04-01 09:00:00,-10.3,86.6,35.0,1,Linear,992.0,1,Linear,Perbaikan,Perbaikan
1994086S08092,1994-04-01 12:00:00,-10.4,86.3,35.0,0,Original,992.0,0,Original,Asli,Asli
1994086S08092,1994-04-01 15:00:00,-10.5,86.1,37.5,1,Linear,990.0,1,Linear,Perbaikan,Perbaikan
1994086S08092,1994-04-01 18:00:00,-10.6,85.8,40.0,0,Original,988.0,0,Original,Asli,Asli
1994086S08092,1994-04-01 21:00:00,-10.6,85.5,42.5,1,Linear,986.0,1,Linear,Perbaikan,Perbaikan
1994086S08092,1994-04-02 00:00:00,-10.7,85.3,45.0,0,Original,984.0,0,Original,Asli,Asli
1994086S08092,1994-04-02 03:00:00,-10.8,85.0,47.5,1,Linear,981.0,1,Linear,Perbaikan,Perbaikan
1994086S08092,1994-04-02 06:00:00,-10.9,84.6,50.0,0,Original,978.0,0,Original,Asli,Asli
1994086S08092,1994-04-02 09:00:00,-11.1,84.3,52.5,1,Linear,976.0,1,Linear,Perbaikan,Perbaikan
1994086S08092,1994-04-02 12:00:00,-11.2,83.9,55.0,0,Original,974.0,0,Original,Asli,Asli
1994086S08092,1994-04-02 15:00:00,-11.3,83.5,57.5,1,Linear,972.0,1,Linear,Perbaikan,Perbaikan
1994086S08092,1994-04-02 18:00:00,-11.5,83.1,60.0,0,Original,970.0,0,Original,Asli,Asli
1994086S08092,1994-04-02 21:00:00,-11.6,82.8,61.0,1,Linear,968.0,1,Linear,Perbaikan,Perbaikan
1994086S08092,1994-04-03 00:00:00,-11.7,82.4,62.0,0,Original,966.0,0,Original,Asli,Asli
1994086S08092,1994-04-03 03:00:00,-11.8,82.1,61.0,1,Linear,968.0,1,Linear,Perbaikan,Perbaikan
1994086S08092,1994-04-03 06:00:00,-11.9,81.8,60.0,0,Original,970.0,0,Original,Asli,Asli
1994086S08092,1994-04-03 09:00:00,-12.0,81.5,60.0,1,Linear,970.0,1,Linear,Perbaikan,Perbaikan
1994086S08092,1994-04-03 12:00:00,-12.2,81.2,60.0,0,Original,970.0,0,Original,Asli,Asli
1994086S08092,1994-04-03 15:00:00,-12.3,80.9,57.5,1,Linear,972.0,1,Linear,Perbaikan,Perbaikan
1994086S08092,1994-04-03 18:00:00,-12.5,80.5,55.0,0,Original,974.0,0,Original,Asli,Asli
1994086S08092,1994-04-03 21:00:00,-12.6,80.2,52.5,1,Linear,976.0,1,Linear,Perbaikan,Perbaikan
1994086S08092,1994-04-04 00:00:00,-12.7,79.7,50.0,0,Original,978.0,0,Original,Asli,Asli
1994086S08092,1994-04-04 03:00:00,-12.8,79.3,47.5,1,Linear,981.0,1,Linear,Perbaikan,Perbaikan
1994086S08092,1994-04-04 06:00:00,-12.9,78.8,45.0,0,Original,984.0,0,Original,Asli,Asli
1994086S08092,1994-04-04 09:00:00,-12.9,78.3,42.5,1,Linear,986.0,1,Linear,Perbaikan,Perbaikan
